,source,drugid,protid,label
1505,bindingdb,DR001492,PR000033,1
1506,bindingdb,DR001493,PR000064,1
1507,bindingdb,DR001494,PR000219,1
1508,bindingdb,DR001495,PR000000,1
1509,bindingdb,DR001496,PR000103,1
1510,bindingdb,DR001497,PR000021,1
1511,bindingdb,DR001498,PR000010,1
1512,bindingdb,DR001499,PR000013,1
1513,bindingdb,DR001500,PR000081,1
1514,bindingdb,DR001501,PR000029,1
1515,bindingdb,DR001502,PR000220,1
1516,bindingdb,DR001503,PR000019,1
1517,bindingdb,DR001504,PR000076,1
1518,bindingdb,DR001505,PR000100,1
1519,bindingdb,DR001506,PR000065,1
1520,bindingdb,DR001507,PR000029,1
1521,bindingdb,DR001508,PR000037,1
1522,bindingdb,DR001509,PR000115,1
1523,bindingdb,DR001510,PR000000,1
1524,bindingdb,DR001511,PR000032,1
1525,bindingdb,DR001512,PR000013,1
1526,bindingdb,DR001513,PR000096,1
1527,bindingdb,DR001514,PR000007,1
1528,bindingdb,DR001515,PR000045,1
1529,bindingdb,DR001516,PR000072,1
1530,bindingdb,DR001517,PR000127,1
1531,bindingdb,DR001518,PR000096,1
1532,bindingdb,DR001519,PR000019,1
1533,bindingdb,DR001520,PR000117,1
1534,bindingdb,DR001521,PR000221,1
1535,bindingdb,DR001522,PR000105,1
1536,bindingdb,DR001523,PR000095,1
1537,bindingdb,DR001524,PR000062,1
1538,bindingdb,DR001525,PR000037,1
1539,bindingdb,DR001526,PR000099,1
1540,bindingdb,DR001527,PR000222,1
1541,bindingdb,DR001528,PR000019,1
1542,bindingdb,DR001529,PR000027,1
1543,bindingdb,DR001530,PR000005,1
1544,bindingdb,DR001531,PR000103,1
1545,bindingdb,DR001532,PR000148,1
1546,bindingdb,DR001533,PR000051,1
1547,bindingdb,DR001534,PR000074,1
1548,bindingdb,DR001535,PR000047,1
1549,bindingdb,DR001536,PR000047,1
1550,bindingdb,DR001537,PR000133,1
1551,bindingdb,DR001538,PR000214,1
1552,bindingdb,DR001539,PR000003,1
1553,bindingdb,DR001540,PR000056,1
1554,bindingdb,DR001541,PR000039,1
1555,bindingdb,DR001542,PR000052,1
1556,bindingdb,DR001543,PR000102,1
1557,bindingdb,DR001544,PR000130,1
1558,bindingdb,DR001545,PR000009,1
1559,bindingdb,DR001546,PR000097,1
1560,bindingdb,DR001547,PR000010,1
1561,bindingdb,DR001548,PR000062,1
1562,bindingdb,DR001549,PR000089,1
1563,bindingdb,DR001550,PR000163,1
1564,bindingdb,DR001551,PR000052,1
1565,bindingdb,DR001552,PR000148,1
1566,bindingdb,DR001553,PR000065,1
1567,bindingdb,DR001554,PR000062,1
1568,bindingdb,DR001555,PR000100,1
1569,bindingdb,DR001556,PR000029,1
1570,bindingdb,DR001557,PR000048,1
1571,bindingdb,DR001558,PR000083,1
1572,bindingdb,DR001559,PR000051,1
1573,bindingdb,DR001560,PR000223,1
1574,bindingdb,DR001561,PR000028,1
1575,bindingdb,DR001562,PR000089,1
1576,bindingdb,DR001563,PR000096,1
1577,bindingdb,DR001564,PR000224,1
1578,bindingdb,DR001565,PR000021,1
1579,bindingdb,DR001566,PR000021,1
1580,bindingdb,DR001567,PR000010,1
1581,bindingdb,DR001568,PR000011,1
1582,bindingdb,DR001569,PR000008,1
1583,bindingdb,DR001570,PR000067,1
1584,bindingdb,DR001571,PR000030,1
1585,bindingdb,DR001572,PR000052,1
1586,bindingdb,DR001573,PR000015,1
1587,bindingdb,DR001574,PR000062,1
1588,bindingdb,DR001575,PR000010,1
1589,bindingdb,DR001576,PR000055,1
1590,bindingdb,DR001577,PR000096,1
1591,bindingdb,DR001578,PR000008,1
1592,bindingdb,DR001579,PR000062,1
1593,bindingdb,DR001580,PR000031,1
1594,bindingdb,DR001581,PR000163,1
1595,bindingdb,DR001582,PR000112,1
1596,bindingdb,DR001583,PR000044,1
1597,bindingdb,DR001584,PR000028,1
1598,bindingdb,DR001585,PR000025,1
1599,bindingdb,DR001586,PR000216,1
1600,bindingdb,DR001587,PR000186,1
1601,bindingdb,DR001588,PR000000,1
1602,bindingdb,DR001589,PR000003,1
1603,bindingdb,DR001590,PR000149,1
1604,bindingdb,DR000004,PR000147,1
1605,bindingdb,DR000420,PR000225,1
1606,bindingdb,DR001591,PR000064,1
1607,bindingdb,DR001592,PR000039,1
1608,bindingdb,DR001593,PR000039,1
1609,bindingdb,DR001594,PR000039,1
1610,bindingdb,DR001595,PR000015,1
1611,bindingdb,DR001596,PR000172,1
1612,bindingdb,DR001597,PR000007,1
1613,bindingdb,DR001598,PR000111,1
1614,bindingdb,DR001599,PR000064,1
1615,bindingdb,DR001600,PR000091,1
1616,bindingdb,DR001601,PR000051,1
1617,bindingdb,DR001602,PR000122,1
1618,bindingdb,DR001603,PR000016,1
1619,bindingdb,DR001604,PR000026,1
1620,bindingdb,DR001605,PR000226,1
1621,bindingdb,DR001606,PR000031,1
1622,bindingdb,DR001607,PR000141,1
1623,bindingdb,DR001608,PR000227,1
1624,bindingdb,DR000244,PR000081,1
1625,bindingdb,DR001609,PR000018,1
1626,bindingdb,DR001610,PR000007,1
1627,bindingdb,DR001611,PR000048,1
1628,bindingdb,DR001612,PR000228,1
1629,bindingdb,DR001613,PR000048,1
1630,bindingdb,DR001614,PR000081,1
1631,bindingdb,DR001615,PR000052,1
1632,bindingdb,DR001616,PR000061,1
1633,bindingdb,DR001617,PR000016,1
1634,bindingdb,DR001618,PR000114,1
1635,bindingdb,DR001619,PR000229,1
1636,bindingdb,DR001620,PR000117,1
1637,bindingdb,DR001621,PR000021,1
1638,bindingdb,DR001622,PR000035,1
1639,bindingdb,DR001623,PR000018,1
1640,bindingdb,DR001624,PR000055,1
1641,bindingdb,DR001625,PR000043,1
1642,bindingdb,DR001626,PR000042,1
1643,bindingdb,DR001627,PR000161,1
1644,bindingdb,DR001628,PR000230,1
1645,bindingdb,DR001629,PR000047,1
1646,bindingdb,DR001630,PR000126,1
1647,bindingdb,DR001631,PR000013,1
1648,bindingdb,DR001632,PR000231,1
1649,bindingdb,DR001633,PR000033,1
1650,bindingdb,DR001634,PR000083,1
1651,bindingdb,DR001635,PR000029,1
1652,bindingdb,DR001636,PR000071,1
1653,bindingdb,DR001637,PR000011,1
1654,bindingdb,DR001638,PR000016,1
1655,bindingdb,DR001639,PR000020,1
1656,bindingdb,DR001640,PR000030,1
1657,bindingdb,DR001641,PR000011,1
1658,bindingdb,DR001642,PR000067,1
1659,bindingdb,DR001643,PR000030,1
1660,bindingdb,DR001644,PR000036,1
1661,bindingdb,DR001645,PR000065,1
1662,bindingdb,DR001646,PR000062,1
1663,bindingdb,DR001647,PR000008,1
1664,bindingdb,DR001648,PR000073,1
1665,bindingdb,DR001649,PR000020,1
1666,bindingdb,DR001650,PR000232,1
1667,bindingdb,DR001651,PR000224,1
1668,bindingdb,DR001652,PR000092,1
1669,bindingdb,DR001653,PR000010,1
1670,bindingdb,DR001654,PR000126,1
1671,bindingdb,DR001655,PR000178,1
1672,bindingdb,DR001656,PR000070,1
1673,bindingdb,DR001657,PR000062,1
1674,bindingdb,DR001658,PR000034,1
1675,bindingdb,DR001659,PR000000,1
1676,bindingdb,DR001660,PR000098,1
1677,bindingdb,DR001661,PR000089,1
1678,bindingdb,DR001662,PR000093,1
1679,bindingdb,DR001663,PR000202,1
1680,bindingdb,DR001664,PR000065,1
1681,bindingdb,DR001665,PR000072,1
1682,bindingdb,DR001666,PR000019,1
1683,bindingdb,DR001667,PR000040,1
1684,bindingdb,DR001668,PR000000,1
1685,bindingdb,DR001669,PR000118,1
1686,bindingdb,DR001670,PR000233,1
1687,bindingdb,DR001671,PR000081,1
1688,bindingdb,DR001672,PR000037,1
1689,bindingdb,DR001673,PR000112,1
1690,bindingdb,DR001674,PR000031,1
1691,bindingdb,DR001675,PR000019,1
1692,bindingdb,DR001676,PR000163,1
1693,bindingdb,DR001677,PR000065,1
1694,bindingdb,DR001678,PR000074,1
1695,bindingdb,DR001679,PR000044,1
1696,bindingdb,DR001680,PR000010,1
1697,bindingdb,DR001681,PR000030,1
1698,bindingdb,DR001682,PR000010,1
1699,bindingdb,DR001683,PR000200,1
1700,bindingdb,DR001684,PR000118,1
1701,bindingdb,DR001685,PR000126,1
1702,bindingdb,DR001686,PR000057,1
1703,bindingdb,DR001687,PR000080,1
1704,bindingdb,DR001688,PR000001,1
1705,bindingdb,DR001689,PR000234,1
1706,bindingdb,DR001690,PR000001,1
1707,bindingdb,DR001691,PR000081,1
1708,bindingdb,DR001692,PR000078,1
1709,bindingdb,DR001693,PR000091,1
1710,bindingdb,DR001694,PR000042,1
1711,bindingdb,DR001695,PR000062,1
1712,bindingdb,DR001696,PR000040,1
1713,bindingdb,DR001697,PR000010,1
1714,bindingdb,DR001698,PR000235,1
1715,bindingdb,DR001699,PR000003,1
1716,bindingdb,DR001700,PR000003,1
1717,bindingdb,DR001701,PR000099,1
1718,bindingdb,DR001702,PR000173,1
1719,bindingdb,DR001703,PR000034,1
1720,bindingdb,DR001704,PR000169,1
1721,bindingdb,DR001705,PR000173,1
1722,bindingdb,DR001706,PR000161,1
1723,bindingdb,DR001707,PR000054,1
1724,bindingdb,DR001708,PR000089,1
1725,bindingdb,DR001709,PR000010,1
1726,bindingdb,DR001710,PR000008,1
1727,bindingdb,DR001711,PR000057,1
1728,bindingdb,DR001712,PR000062,1
1729,bindingdb,DR001713,PR000015,1
1730,bindingdb,DR001714,PR000140,1
1731,bindingdb,DR001715,PR000061,1
1732,bindingdb,DR001716,PR000010,1
1733,bindingdb,DR001717,PR000007,1
1734,bindingdb,DR001718,PR000003,1
1735,bindingdb,DR001719,PR000221,1
1736,bindingdb,DR001720,PR000043,1
1737,bindingdb,DR001721,PR000057,1
1738,bindingdb,DR001722,PR000009,1
1739,bindingdb,DR001723,PR000105,1
1740,bindingdb,DR001724,PR000025,1
1741,bindingdb,DR001725,PR000019,1
1742,bindingdb,DR001726,PR000057,1
1743,bindingdb,DR001727,PR000052,1
1744,bindingdb,DR001728,PR000003,1
1745,bindingdb,DR001729,PR000003,1
1746,bindingdb,DR001730,PR000040,1
1747,bindingdb,DR000840,PR000111,1
1748,bindingdb,DR001731,PR000062,1
1749,bindingdb,DR001732,PR000112,1
1750,bindingdb,DR001733,PR000049,1
1751,bindingdb,DR001734,PR000000,1
1752,bindingdb,DR001735,PR000037,1
1753,bindingdb,DR001736,PR000042,1
1754,bindingdb,DR001737,PR000122,1
1755,bindingdb,DR001738,PR000005,1
1756,bindingdb,DR001739,PR000061,1
1757,bindingdb,DR001740,PR000039,1
1758,bindingdb,DR001741,PR000040,1
1759,bindingdb,DR001742,PR000102,1
1760,bindingdb,DR001743,PR000173,1
1761,bindingdb,DR001744,PR000031,1
1762,bindingdb,DR001745,PR000016,1
1763,bindingdb,DR001746,PR000052,1
1764,bindingdb,DR001747,PR000096,1
1765,bindingdb,DR001748,PR000021,1
1766,bindingdb,DR001749,PR000051,1
1767,bindingdb,DR001750,PR000041,1
1768,bindingdb,DR001751,PR000098,1
1769,bindingdb,DR001752,PR000062,1
1770,bindingdb,DR001753,PR000010,1
1771,bindingdb,DR001578,PR000138,1
1772,bindingdb,DR001754,PR000047,1
1773,bindingdb,DR001755,PR000031,1
1774,bindingdb,DR001756,PR000030,1
1775,bindingdb,DR001757,PR000033,1
1776,bindingdb,DR001758,PR000047,1
1777,bindingdb,DR001759,PR000032,1
1778,bindingdb,DR001760,PR000048,1
1779,bindingdb,DR001761,PR000062,1
1780,bindingdb,DR001762,PR000027,1
1781,bindingdb,DR001763,PR000034,1
1782,bindingdb,DR001764,PR000093,1
1783,bindingdb,DR001765,PR000027,1
1784,bindingdb,DR001766,PR000018,1
1785,bindingdb,DR001767,PR000073,1
1786,bindingdb,DR001768,PR000027,1
1787,bindingdb,DR001769,PR000128,1
1788,bindingdb,DR001770,PR000044,1
1789,bindingdb,DR001771,PR000001,1
1790,bindingdb,DR001772,PR000013,1
1791,bindingdb,DR001773,PR000016,1
1792,bindingdb,DR001774,PR000010,1
1793,bindingdb,DR001775,PR000005,1
1794,bindingdb,DR001776,PR000018,1
1795,bindingdb,DR001777,PR000081,1
1796,bindingdb,DR001778,PR000019,1
1797,bindingdb,DR001779,PR000044,1
1798,bindingdb,DR001780,PR000172,1
1799,bindingdb,DR001781,PR000178,1
1800,bindingdb,DR001782,PR000028,1
1801,bindingdb,DR001783,PR000157,1
1802,bindingdb,DR001784,PR000010,1
1803,bindingdb,DR001785,PR000236,1
1804,bindingdb,DR001786,PR000003,1
1805,bindingdb,DR001787,PR000013,1
1806,bindingdb,DR001788,PR000031,1
1807,bindingdb,DR001789,PR000093,1
1808,bindingdb,DR001790,PR000065,1
1809,bindingdb,DR001791,PR000063,1
1810,bindingdb,DR001792,PR000048,1
1811,bindingdb,DR001793,PR000007,1
1812,bindingdb,DR001794,PR000008,1
1813,bindingdb,DR001795,PR000005,1
1814,bindingdb,DR001796,PR000160,1
1815,bindingdb,DR001797,PR000010,1
1816,bindingdb,DR001798,PR000180,1
1817,bindingdb,DR001799,PR000027,1
1818,bindingdb,DR001800,PR000062,1
1819,bindingdb,DR001801,PR000040,1
1820,bindingdb,DR001802,PR000099,1
1821,bindingdb,DR001803,PR000034,1
1822,bindingdb,DR001804,PR000003,1
1823,bindingdb,DR001805,PR000010,1
1824,bindingdb,DR001806,PR000039,1
1825,bindingdb,DR001807,PR000029,1
1826,bindingdb,DR001808,PR000077,1
1827,bindingdb,DR001809,PR000062,1
1828,bindingdb,DR001810,PR000019,1
1829,bindingdb,DR001811,PR000093,1
1830,bindingdb,DR001812,PR000025,1
1831,bindingdb,DR001813,PR000107,1
1832,bindingdb,DR001814,PR000016,1
1833,bindingdb,DR001815,PR000237,1
1834,bindingdb,DR001816,PR000042,1
1835,bindingdb,DR001817,PR000000,1
1836,bindingdb,DR001818,PR000105,1
1837,bindingdb,DR001819,PR000074,1
1838,bindingdb,DR001820,PR000034,1
1839,bindingdb,DR001821,PR000097,1
1840,bindingdb,DR001822,PR000032,1
1841,bindingdb,DR001823,PR000224,1
1842,bindingdb,DR001824,PR000011,1
1843,bindingdb,DR001825,PR000013,1
1844,bindingdb,DR001826,PR000196,1
1845,bindingdb,DR001827,PR000076,1
1846,bindingdb,DR001828,PR000211,1
1847,bindingdb,DR001829,PR000000,1
1848,bindingdb,DR001830,PR000062,1
1849,bindingdb,DR001831,PR000080,1
1850,bindingdb,DR001832,PR000052,1
1851,bindingdb,DR001833,PR000238,1
1852,bindingdb,DR001834,PR000089,1
1853,bindingdb,DR001835,PR000112,1
1854,bindingdb,DR001836,PR000008,1
1855,bindingdb,DR001837,PR000000,1
1856,bindingdb,DR001838,PR000013,1
1857,bindingdb,DR001839,PR000096,1
1858,bindingdb,DR001840,PR000062,1
1859,bindingdb,DR001841,PR000062,1
1860,bindingdb,DR001842,PR000008,1
1861,bindingdb,DR001843,PR000221,1
1862,bindingdb,DR001844,PR000039,1
1863,bindingdb,DR001845,PR000026,1
1864,bindingdb,DR001846,PR000038,1
1865,bindingdb,DR001847,PR000089,1
1866,bindingdb,DR001848,PR000106,1
1867,bindingdb,DR001849,PR000029,1
1868,bindingdb,DR001850,PR000001,1
1869,bindingdb,DR001851,PR000187,1
1870,bindingdb,DR001852,PR000044,1
1871,bindingdb,DR001853,PR000013,1
1872,bindingdb,DR001854,PR000052,1
1873,bindingdb,DR001855,PR000012,1
1874,bindingdb,DR001856,PR000011,1
1875,bindingdb,DR001857,PR000010,1
1876,bindingdb,DR001858,PR000239,1
1877,bindingdb,DR001859,PR000161,1
1878,bindingdb,DR001860,PR000010,1
1879,bindingdb,DR001861,PR000005,1
1880,bindingdb,DR001862,PR000047,1
1881,bindingdb,DR001863,PR000158,1
1882,bindingdb,DR001864,PR000171,1
1883,bindingdb,DR001865,PR000016,1
1884,bindingdb,DR001383,PR000065,1
1885,bindingdb,DR001165,PR000124,1
1886,bindingdb,DR001866,PR000106,1
1887,bindingdb,DR001867,PR000044,1
1888,bindingdb,DR001868,PR000016,1
1889,bindingdb,DR001869,PR000083,1
1890,bindingdb,DR001870,PR000057,1
1891,bindingdb,DR001871,PR000009,1
1892,bindingdb,DR001872,PR000056,1
1893,bindingdb,DR001873,PR000155,1
1894,bindingdb,DR001874,PR000010,1
1895,bindingdb,DR001875,PR000112,1
1896,bindingdb,DR001876,PR000069,1
1897,bindingdb,DR001877,PR000030,1
1898,bindingdb,DR001878,PR000019,1
1899,bindingdb,DR001879,PR000003,1
1900,bindingdb,DR001880,PR000052,1
1901,bindingdb,DR001881,PR000001,1
1902,bindingdb,DR001882,PR000033,1
1903,bindingdb,DR001883,PR000117,1
1904,bindingdb,DR001884,PR000119,1
1905,bindingdb,DR001885,PR000052,1
1906,bindingdb,DR001886,PR000111,1
1907,bindingdb,DR001887,PR000034,1
1908,bindingdb,DR001888,PR000065,1
1909,bindingdb,DR001889,PR000011,1
1910,bindingdb,DR001890,PR000062,1
1911,bindingdb,DR001891,PR000110,1
1912,bindingdb,DR001892,PR000039,1
1913,bindingdb,DR001893,PR000079,1
1914,bindingdb,DR001894,PR000065,1
1915,bindingdb,DR001895,PR000181,1
1916,bindingdb,DR001896,PR000008,1
1917,bindingdb,DR001897,PR000044,1
1918,bindingdb,DR001898,PR000008,1
1919,bindingdb,DR001899,PR000198,1
1920,bindingdb,DR001900,PR000067,1
1921,bindingdb,DR001901,PR000062,1
1922,bindingdb,DR001902,PR000057,1
1923,bindingdb,DR001903,PR000016,1
1924,bindingdb,DR001904,PR000161,1
1925,bindingdb,DR001905,PR000086,1
1926,bindingdb,DR001906,PR000055,1
1927,bindingdb,DR001907,PR000021,1
1928,bindingdb,DR001908,PR000089,1
1929,bindingdb,DR001909,PR000036,1
1930,bindingdb,DR001910,PR000084,1
1931,bindingdb,DR001911,PR000065,1
1932,bindingdb,DR001912,PR000111,1
1933,bindingdb,DR001913,PR000009,1
1934,bindingdb,DR001914,PR000079,1
1935,bindingdb,DR001915,PR000221,1
1936,bindingdb,DR001916,PR000027,1
1937,bindingdb,DR001917,PR000000,1
1938,bindingdb,DR001918,PR000172,1
1939,bindingdb,DR001919,PR000042,1
1940,bindingdb,DR001920,PR000033,1
1941,bindingdb,DR001921,PR000000,1
1942,bindingdb,DR001922,PR000109,1
1943,bindingdb,DR001923,PR000039,1
1944,bindingdb,DR001924,PR000029,1
1945,bindingdb,DR001925,PR000052,1
1946,bindingdb,DR001926,PR000039,1
1947,bindingdb,DR001927,PR000095,1
1948,bindingdb,DR001928,PR000148,1
1949,bindingdb,DR001929,PR000138,1
1950,bindingdb,DR001930,PR000065,1
1951,bindingdb,DR001931,PR000088,1
1952,bindingdb,DR001932,PR000103,1
1953,bindingdb,DR001933,PR000062,1
1954,bindingdb,DR001934,PR000122,1
1955,bindingdb,DR001935,PR000052,1
1956,bindingdb,DR001936,PR000061,1
1957,bindingdb,DR001937,PR000061,1
1958,bindingdb,DR001938,PR000122,1
1959,bindingdb,DR001939,PR000128,1
1960,bindingdb,DR001940,PR000070,1
1961,bindingdb,DR001941,PR000000,1
1962,bindingdb,DR001942,PR000148,1
1963,bindingdb,DR001943,PR000029,1
1964,bindingdb,DR001944,PR000066,1
1965,bindingdb,DR001945,PR000039,1
1966,bindingdb,DR000868,PR000089,1
1967,bindingdb,DR001946,PR000040,1
1968,bindingdb,DR001947,PR000035,1
1969,bindingdb,DR001948,PR000025,1
1970,bindingdb,DR001949,PR000146,1
1971,bindingdb,DR001950,PR000138,1
1972,bindingdb,DR001951,PR000076,1
1973,bindingdb,DR001952,PR000030,1
1974,bindingdb,DR001953,PR000112,1
1975,bindingdb,DR001954,PR000010,1
1976,bindingdb,DR001955,PR000175,1
1977,bindingdb,DR001956,PR000078,1
1978,bindingdb,DR001957,PR000015,1
1979,bindingdb,DR001958,PR000081,1
1980,bindingdb,DR001959,PR000013,1
1981,bindingdb,DR001960,PR000054,1
1982,bindingdb,DR001961,PR000062,1
1983,bindingdb,DR001962,PR000000,1
1984,bindingdb,DR001963,PR000029,1
1985,bindingdb,DR001964,PR000013,1
1986,bindingdb,DR001965,PR000046,1
1987,bindingdb,DR001966,PR000070,1
1988,bindingdb,DR001967,PR000000,1
1989,bindingdb,DR001968,PR000033,1
1990,bindingdb,DR001969,PR000096,1
1991,bindingdb,DR001970,PR000021,1
1992,bindingdb,DR001971,PR000003,1
1993,bindingdb,DR001972,PR000030,1
1994,bindingdb,DR001973,PR000062,1
1995,bindingdb,DR001974,PR000010,1
1996,bindingdb,DR001975,PR000065,1
1997,bindingdb,DR001976,PR000062,1
1998,bindingdb,DR001977,PR000031,1
1999,bindingdb,DR001978,PR000172,1
2000,bindingdb,DR001979,PR000000,1
2001,bindingdb,DR001980,PR000216,1
2002,bindingdb,DR001981,PR000052,1
2003,bindingdb,DR001982,PR000240,1
2004,bindingdb,DR001983,PR000066,1
2005,bindingdb,DR001984,PR000003,1
2006,bindingdb,DR001985,PR000018,1
2007,bindingdb,DR001986,PR000127,1
2008,bindingdb,DR001987,PR000009,1
2009,bindingdb,DR001988,PR000118,1
2010,bindingdb,DR001989,PR000086,1
2011,bindingdb,DR001990,PR000011,1
2012,bindingdb,DR001991,PR000147,1
2013,bindingdb,DR001992,PR000006,1
2014,bindingdb,DR001993,PR000241,1
2015,bindingdb,DR001994,PR000086,1
2016,bindingdb,DR001995,PR000096,1
2017,bindingdb,DR001996,PR000000,1
2018,bindingdb,DR001997,PR000109,1
2019,bindingdb,DR001998,PR000057,1
2020,bindingdb,DR001999,PR000138,1
2021,bindingdb,DR002000,PR000018,1
2022,bindingdb,DR002001,PR000209,1
2023,bindingdb,DR002002,PR000018,1
2024,bindingdb,DR002003,PR000016,1
2025,bindingdb,DR002004,PR000204,1
2026,bindingdb,DR002005,PR000092,1
2027,bindingdb,DR002006,PR000034,1
2028,bindingdb,DR002007,PR000062,1
2029,bindingdb,DR002008,PR000148,1
2030,bindingdb,DR002009,PR000065,1
2031,bindingdb,DR002010,PR000122,1
2032,bindingdb,DR002011,PR000055,1
2033,bindingdb,DR002012,PR000096,1
2034,bindingdb,DR002013,PR000187,1
2035,bindingdb,DR002014,PR000030,1
2036,bindingdb,DR002015,PR000052,1
2037,bindingdb,DR002016,PR000009,1
2038,bindingdb,DR002017,PR000016,1
2039,bindingdb,DR002018,PR000034,1
2040,bindingdb,DR002019,PR000105,1
2041,bindingdb,DR002020,PR000081,1
2042,bindingdb,DR002021,PR000216,1
2043,bindingdb,DR002022,PR000056,1
2044,bindingdb,DR002023,PR000096,1
2045,bindingdb,DR002024,PR000010,1
2046,bindingdb,DR002025,PR000180,1
2047,bindingdb,DR002026,PR000034,1
2048,bindingdb,DR002027,PR000073,1
2049,bindingdb,DR002028,PR000062,1
2050,bindingdb,DR002029,PR000065,1
2051,bindingdb,DR002030,PR000065,1
2052,bindingdb,DR002031,PR000180,1
2053,bindingdb,DR002032,PR000012,1
2054,bindingdb,DR002033,PR000177,1
2055,bindingdb,DR002034,PR000027,1
2056,bindingdb,DR002035,PR000029,1
2057,bindingdb,DR002036,PR000106,1
2058,bindingdb,DR002037,PR000118,1
2059,bindingdb,DR002038,PR000008,1
2060,bindingdb,DR002039,PR000016,1
2061,bindingdb,DR002040,PR000010,1
2062,bindingdb,DR002041,PR000016,1
2063,bindingdb,DR002042,PR000062,1
2064,bindingdb,DR002043,PR000040,1
2065,bindingdb,DR002044,PR000030,1
2066,bindingdb,DR002045,PR000116,1
2067,bindingdb,DR002046,PR000000,1
2068,bindingdb,DR002047,PR000008,1
2069,bindingdb,DR002048,PR000096,1
2070,bindingdb,DR002049,PR000181,1
2071,bindingdb,DR002050,PR000010,1
2072,bindingdb,DR002051,PR000004,1
2073,bindingdb,DR002052,PR000103,1
2074,bindingdb,DR002053,PR000029,1
2075,bindingdb,DR002054,PR000016,1
2076,bindingdb,DR002055,PR000242,1
2077,bindingdb,DR002056,PR000013,1
2078,bindingdb,DR002057,PR000163,1
2079,bindingdb,DR002058,PR000029,1
2080,bindingdb,DR002059,PR000039,1
2081,bindingdb,DR002060,PR000057,1
2082,bindingdb,DR002061,PR000042,1
2083,bindingdb,DR002062,PR000000,1
2084,bindingdb,DR002063,PR000134,1
2085,bindingdb,DR002064,PR000135,1
2086,bindingdb,DR002065,PR000000,1
2087,bindingdb,DR002066,PR000034,1
2088,bindingdb,DR002067,PR000081,1
2089,bindingdb,DR002068,PR000065,1
2090,bindingdb,DR002069,PR000018,1
2091,bindingdb,DR002070,PR000055,1
2092,bindingdb,DR002071,PR000073,1
2093,bindingdb,DR002072,PR000062,1
2094,bindingdb,DR002073,PR000040,1
2095,bindingdb,DR002074,PR000010,1
2096,bindingdb,DR002075,PR000034,1
2097,bindingdb,DR002076,PR000004,1
2098,bindingdb,DR002077,PR000006,1
2099,bindingdb,DR002078,PR000018,1
2100,bindingdb,DR002079,PR000080,1
2101,bindingdb,DR002080,PR000039,1
2102,bindingdb,DR002081,PR000118,1
2103,bindingdb,DR002082,PR000069,1
2104,bindingdb,DR002083,PR000021,1
2105,bindingdb,DR002084,PR000044,1
2106,bindingdb,DR002085,PR000067,1
2107,bindingdb,DR002086,PR000003,1
2108,bindingdb,DR002087,PR000008,1
2109,bindingdb,DR002088,PR000121,1
2110,bindingdb,DR002089,PR000011,1
2111,bindingdb,DR002090,PR000000,1
2112,bindingdb,DR002091,PR000000,1
2113,bindingdb,DR002092,PR000056,1
2114,bindingdb,DR002093,PR000143,1
2115,bindingdb,DR002094,PR000007,1
2116,bindingdb,DR002095,PR000172,1
2117,bindingdb,DR002096,PR000034,1
2118,bindingdb,DR002097,PR000043,1
2119,bindingdb,DR002098,PR000007,1
2120,bindingdb,DR002099,PR000146,1
2121,bindingdb,DR002100,PR000010,1
2122,bindingdb,DR002101,PR000014,1
2123,bindingdb,DR002102,PR000175,1
2124,bindingdb,DR002103,PR000008,1
2125,bindingdb,DR002104,PR000007,1
2126,bindingdb,DR002105,PR000138,1
2127,bindingdb,DR002106,PR000086,1
2128,bindingdb,DR002107,PR000010,1
2129,bindingdb,DR002108,PR000077,1
2130,bindingdb,DR002109,PR000168,1
2131,bindingdb,DR002110,PR000031,1
2132,bindingdb,DR002111,PR000044,1
2133,bindingdb,DR002112,PR000047,1
2134,bindingdb,DR002113,PR000096,1
2135,bindingdb,DR002114,PR000010,1
2136,bindingdb,DR002115,PR000243,1
2137,bindingdb,DR002116,PR000111,1
2138,bindingdb,DR002117,PR000019,1
2139,bindingdb,DR002118,PR000065,1
2140,bindingdb,DR002119,PR000063,1
2141,bindingdb,DR002120,PR000040,1
2142,bindingdb,DR001694,PR000244,1
2143,bindingdb,DR002121,PR000161,1
2144,bindingdb,DR002122,PR000026,1
2145,bindingdb,DR002123,PR000134,1
2146,bindingdb,DR002124,PR000000,1
2147,bindingdb,DR002125,PR000040,1
2148,bindingdb,DR002126,PR000161,1
2149,bindingdb,DR002127,PR000070,1
2150,bindingdb,DR002128,PR000155,1
2151,bindingdb,DR002129,PR000066,1
2152,bindingdb,DR002130,PR000047,1
2153,bindingdb,DR002131,PR000048,1
2154,bindingdb,DR002132,PR000040,1
2155,bindingdb,DR002133,PR000097,1
2156,bindingdb,DR002134,PR000027,1
2157,bindingdb,DR002135,PR000003,1
2158,bindingdb,DR002136,PR000010,1
2159,bindingdb,DR002137,PR000051,1
2160,bindingdb,DR002138,PR000089,1
2161,bindingdb,DR002139,PR000047,1
2162,bindingdb,DR002140,PR000021,1
2163,bindingdb,DR002141,PR000219,1
2164,bindingdb,DR002142,PR000177,1
2165,bindingdb,DR002143,PR000112,1
2166,bindingdb,DR002144,PR000040,1
2167,bindingdb,DR002145,PR000010,1
2168,bindingdb,DR002146,PR000066,1
2169,bindingdb,DR002147,PR000040,1
2170,bindingdb,DR002148,PR000118,1
